Item Name,SKU,Brand,Spec,Cat_ID,Photo_1,Photo_2,Photo_3,Photo_4,Photo_5,Activate
โคมไฟหัวเสา 0-3192/1S              , หส-53192-1S,CEL,,2112,,,,,,
แท่นไฟเบอร์ตัดเหล็ก J-T1428/50164 J,ทน-50164-,,,,,,,,,
โคมไฟตั้งโต๊ะก้านยาวปรับได้ TB 5208,ฟต-55208-,CEL,,2020,,,,,,
ชุดรางไฟSLIM SET LED II 16W/DL SYLv,คฟ-30016-,,,,,,,,,
เครื่องตรวจสอบวัตถุ MWD4-1/11121 PK,คร-11121-,,,,,,,,,
"โครงเลื่อยตัดเหล็ก 12"" 012/32103 PK",ลย-32103-,,,,,,,,,
สว่านไฟฟ้ากระแทก4หุน P9811/43003 PK,สว-43003-,Pumpkin,,1513,,,,,,
สว่านโรตารี่ SDS+ J-RH3432/50149 PK,สว-50149-,Pumpkin,,1513,,,,,,
สว่านโรตารี่สกัดHEX30 16kg/50150 PK,สว-50150-,Pumpkin,,1513,,,,,,
ไฟประดับ ขาวเหลือง/น้ำเงิน/แดง+Ctrl,หล-00008-44F,,,,,,,,,
แร็ค 3 ช่อง 4มม.                   ,รค-00003-,,,,,,,,,
แร็ค 5 ช่อง 4มม.                   ,รค-00005-,,,,,,,,,
แร็ค 7 ช่อง 4มม.                   ,รค-00007-,,,,,,,,,
ขั้วกันน้ำ น๊อคดาวน์ 18/20W (ก.เขียว),ขว-00008-972,CEL,,1019,,,,,,
ปลอกหางปลา เขียว V-1.25/G (ห่อ10ตัว,ปห-00001-G,,,,,,,,,
ปลอกหางปลา เขียว VC-002/G (ห่อ10ตัว,ปห-00002-G,T.Lug,,3016,,,,,,
ปลอกหางปลา เขียว VC-003/G (ห่อ10ตัว,ปห-00003-G,,,,,,,,,
ปลอกหางปลา น้ำตาลVC-008/BR(ห่อ10ตัว,ปห-00008-BR,,,,,,,,,
ปลอกหางปลา เขียว VC-008/G (ห่อ10ตัว,ปห-00008-G,,,,,,,,,
ปลอกหางปลา น้ำเงิน VC-014 (ห่อ10ตัว,ปห-00014-L,,,,,,,,,
ปลอกหางปลา น้ำเงิน VC-022 (ห่อ10ตัว,ปห-00022-L,,,,,,,,,
สายไฟVAF-GRD 2x2.5/1.5 (90M).D(เมตร,สฟ-30202-90,,,,,,,,,
หางปลาเสียบแอร์เมีย V6-7 เหลือง,หป-14002-YE,T.Lug,,3016,,,,,,
โคมติดลอย-ตะแกรง1xElec.18W         ,คฟ-30118-,,,,,,,,,
โคมเพดาน36W 3แสงNeptune-01       Rm,พด-41000-01,,,,,,,,,
โคมเพดาน36W 3แสงNeptune-06       Rm,พด-41000-06,,,,,,,,,
หลอดMR16*ปิด ROBIN-5W/3000K BEC    ,หล-41605-30007,,,,,,,,,
"กล่องเครื่องมือเหล็ก2ชั้น 16"" TB162",กล-20731-,,,,,,,,,
"กล่องเครื่องมือเหล็ก3ชั้น 16"" TB163",กล-20732-,,,,,,,,,
ข้อต่อตรงเกลียว B HDPE ดำ 40มม.(1-1,ขต-60001-40,BTC,,1614,,,,,,
ข้อต่อตรงเกลียว B HDPE ดำ 50มม.(1-1,ขต-60001-50,,,,,,,,,
เบเกอร์ EZC100N3030 30A            ,บก-14030-N,,,,,,,,,
"ท่ออ่อนเหล็กกันน้ำ-เทา 1-1/4"" Un/Dy",ทอ-30111-,Union,,1613,,,,,,
"คีมใช้3อย่าง 8"" SP-200G TSUNODA/141",คม-14102-,Tsunoda,,1511,,,,,,
ตู้ฝาเทิน+วายริ่งM2 ฝา1 700x1000x20,ตผ-00000-,,,,,,,,,
"แผ่นไฟเบอร์ตัดเหล็ก 4"" PTT-4AB/2311",บม-23110-,,,,,,,,,
โคมผนัง กรงนกดำปัดทอง B10103       ,ผน-00103-G,CEL,,2110,,,,,,
            ไฟกิ่ง ตะเกียงนมคู่ OB0,ฟก-00427-2,,,,,,,,,
โคมติดหัวเตียงLED/3W SL-7-B-729-300,ฟก-20729-WW,,,,,,,,,
โคมติดหัวเตียงLED/3W SL-7-B-730-300,ฟก-20730-WW,,,,,,,,,
ไฟกิ่ง เงือกคู่ B 6241/2          5,ฟก-56241-2,,,,,,,,,
มีดคัตเตอร์ใหญ่สปริง S-101A PK,มด-12201-,Pumpkin,,1510,,,,,,
"หัวเสาขาดำK23+PMMนม(8"")            ",0หส-00023-,,,,,,,,,
โคมฉายLED 10W/ww Fighter         21,คฉ-22010-WW,,,,,,,,,
เครื่องฉีดน้ำแรงดันสูง 130bar./4220,คร-42201-,,,,,,,,,
"แผ่นไฟเบอร์ตัดเหล็ก 14"" PTT-14AB/23",1บม-23150-,,,,,,,,,
ไฟห้อย 1002/1A 20x33cm            -,1ฟห-31002-,,,,,,,,,
มีดคัตเตอร์ BA-202(3ใบ) PK.     121,มด-12114-,Pumpkin,,1510,,,,,,
หัวเสาขาK20ดำ200ใส                -,1หส-00020-C,,,,,,,,,
รางBN015cSET1xLED8W/765     เข้าได้,คฟ-10015-08,,,,,,,,,
รางBN015C+LED18W/765-PL     เข้าได้,คฟ-10015-18,,,,,,,,,
ปลั๊กกราวน์คู่ 3P+ม่าน/สีเทา WEG158,ปล-15829-H,,,,,,,,,
ไฟกิ่งฉลุดอกไม้ขาว B7021/1        0,ฟก-07021-1/PL,,,,,,,,,
มีดคัตเตอร์ใหญ่ BA-222 PK.,มด-12121-,Pumpkin,,1510,,,,,,
หัวแร้งบัดกรีแบบปากกา 50W SI50/1781,หร-17812-,,,,,,,,,
หลอดLED S# E27 9W/DL bioB.        ล,หล-22709-S9D,,,,,,,,,
"แคล้มปะกับอาบสังกะสี 1"" S.city HCC2",คล-50000-3,,,,,,,,,
ท่อขาว 16มม. LESSO                 ,ทอ-40016-,,,,,,,,,
"แผ่นไฟเบอร์เจียรเหล็ก 4"" PTT-AC60/2",บม-23211-,,,,,,,,,
ชุดสายพ่วง3m+ปลั๊กม่าน5ที่+สวิตช์28,ปล-12835-2,,,,,,,,,
ไฟห้อย 8022/1 ฝาดำ-ในขาว           ,ฟห-38022-1B,,,,,,,,,
หัวแร้งบัดกรีแบบปากกา 60W SI60/1781,หร-17813-,,,,,,,,,
โฮลซอเจาะฝ้า(ไฟดาวน์ไลท์) 30-200/26,ฮซ-26322-,,,,,,,,,
โคมผนัง 9037/ดำ2xE27 โปร-50%(5ถ1)  ,ผน-49037-26002,,,,,,,,,
ไฟกิ่ง ลายสี่เหลี่ยมเฉียง B 6262 E1,ฟก-56262-2 501,,,,,,,,,
"โคมฝัง [4""] ขอบดำ ลายเพชร SL/B-SB-5",ดล-20552-,,,,,,,,,
โคมไฟตั้งโต๊ะโบราณ เขียว_ฐานทอง TB ,ฟต-55106-,,,,,,,,,
ไฟห้อย7059/1                      5,ฟห-57059-1,,,,,,,,,
หกเหลี่ยมโอซาก้า บอลยาว 9ตัว/ชุด 28,หก-28503-N,,,,,,,,,
หัวแร้งบัดกรีแบบปากกา 35W SI35/17815,หร-17815-,,,,,,,,,
"เครื่องเลื่อยวงเดือน7"" J-C5812/50146",คร-50146-,,,,,,,,,
"แคล้มปะกับอาบสังกะสี 2"" S.city HCC2",คล-50000-6,,,,,,,,,
โคมไฟตั้งโต๊ะLED บิดเกลียวขาวTB 520,ฟต-55206-,,,,,,,,,
นีออนขั้วเขียวEcoFit HO LEDtube10W,หล-19010-765,,,,,,,,,
นีออนขั้วเขียวEcoFit HO LEDtube20W,หล-19020-76575,,,,,,,,,
"เพดาน LED33W#308/D,Cw,Ww DC      (4",พด-30308-,,,,,,,,,
ชุดปากตาย+แหวน 11ตัว/ชุด(8-24มิล) M,ขค-44830-,,,,,,,,,
"คีมปากแหลมมีสปริง 6"" RP-150S TSUNODA",คม-14110-,Tsunoda,,1511,,,,,,
เซอร์กิตใส่รางSTC-EU 1P 10/16/20/32A,บก-20010-,Safe-T-Cut,,1110,,,,,,
ปลั๊กกราวน์เดี่ยว WEG1191HK/เทา Pana,ปล-11911-HK,Panasonic,,1410,,,,,,
ปลั๊กราง3ที่+สวิตช์ 24332 3M/ดำ Pana,ปล-12433-2BK,Panasonic,,4010,,,,,,
ปลั๊กราง3ที่+สวิตช์ 24332 3M/ชมพู Pana,ปล-12433-2PI,,,,,,,,,
นีออนกันน้ำ 18W/DL,หล-00018-DL,CEL,,1013,,,,,,
ท๊อกซ์ 9ตัว/ชุดยาวพิเศษ TQ9L Texas,หก-00002-,,,,,,,,,
หัวระเบิดเสียบผู้ตัว(น้ำเงิน) F2.5-,หป-20001-1,,,,,,,,,
"แคล้มปะกับอาบสังกะสี 1/2"" S.city HC",คล-50000-1,,,,,,,,,
"แคล้มปะกับอาบสังกะสี 3/4"" S.city HC",คล-50000-2,,,,,,,,,
ไทม์เมอร์ AH3D-DM/220v ดิจิตอล CIKA,ทม-10000-,,,,,,,,,
ปลั๊กราง 3ที่+2USB H563/เขียว Anite,ปล-70563-GR,,,,,,,,,
ไฟกิ่ง เขียวตองอ่อนแก้วคู่ BT-3/2 D,ฟก-30003-2 305,,,,,,,,,
ไฟห้อยสแตน ขาว/ทอง SCL-318-L W/G BE,ฟห-40318-LWG,,,,,,,,,
"โคมห้อยฝาคริลิคใส 12"" A-2132 E27 BE",ฟห-42132- 431,,,,,,,,,
รางทรังกิ้งร้อยสาย UMT 50100 ขาว UPC,รา-05100-,UPC,,1710,,,,,,
"คีมปากเฉียงมีสปริง 6"" CN-150S TSUNODA",คม-14107-,Tsunoda,,1511,,,,,,
ดอกไขควงลม2หัว PH2-65/ดอก/22112 Jet,ขค-22112-,,,,,,,,,
ปลั๊กเดี่ยวกราวด์ 3P+ม่าน Leaf Style,ปล-10000-2,Philips,,1410,,,,,,
ปลั๊กราง 3ที่+2USB H523/น้ำตาล Anit,ปล-70523-BR,,,,,,,,,
โคมแขวน อลูดำ/น้ำเงิน SCL-028B/BL B,ฟห-40028-BBL5,,,,,,,,,
มัลติมิเตอร์แบบเข็ม AM-A/160904 Jet,มต-16090-4,Jetech,,1514,,,,,,
หลอดใส 150W B22 ซูเปอร์แลมป์       ,หล-00006-150,,,,,,,,,
"ท่ออ่อนเหล็กกันน้ำ-เทา 3"" Un/Dy/int",ทอ-30300-,,,,,,,,,
"ลูกฟูกเหลือง18มม.(1/2"" 5เมตร ช้างSCG",ทอ-50518-,,,,,,,,,
สลิปหุ้มน้ำเงิน(ถุง100ต) BF2.5 T.LUG,สล-00002-BL,,,,,,,,,
หัวเสาบ้านใหญ่Solar+E27 DC0-8108/S-G,หส-38108-SG4,,,,,,,,,
"แคล้มปะกับอาบสังกะสี 1-1/4"" S.city ",คล-50000-4,,,,,,,,,
"แคล้มปะกับอาบสังกะสี 1-1/2"" S.city ",คล-50000-5,,,,,,,,,
ไทม์สวิทช์ TB38809NE7 Pana/มีแบต300,ทม-50000-1,Panasonic,,1117,,,,,,
ปลั๊กยาง(ดำ-เหลือง)เมีย 3P/PBP317A ,ปล-00317-A,,,,,,,,,
ปลั๊กกราวน์เดี่ยว 3P+ม่าน H40-E132 ,ปล-40132-,Haco,,1410,,,,,,
ปลั๊กราง 3ที่+2USB H523/คราม Anitec,ปล-70523-DB,,,,,,,,,
ปลั๊กกราวน์เดี่ยว 3ขา 3426UESTMP/Sc,ปล-83426-3,,,,,,,,,
ขั้วหุ้มยางกันน้ำ+สาย 3เมตร Sentoshi,ขว-00000-11,Sentoshi,,1019,,,,,,
ขั้วหุ้มยางกันน้ำ+สาย 5เมตร Sentoshi,ขว-00000-12,,,,,,,,,
ปลั๊กราง5ที่+5สวิตช์ 5M/2500W GONGN,ปล-90000-4,,,,,,,,,
สวิทช์ 1ทาง(ไฟ)ใหญ่-ดำ S-613LC ช้าง,สว-20613-LC,,,,,,,,,
สายไฟ LAN Cat.6+หัว/1M US-5101-4 Link,สา-65101-4,Link,,3014,,,,,,
สายฟ้า LAN Cat.6+หัว/2M US-5102-4 Link,สา-65102-4,,,,,,,,,
สายฟ้า LAN Cat.6+หัว/3M US-5103-4 Link,สา-65103-4,,,,,,,,,
สายฟ้า LAN Cat.6+หัว/5M US-5105-4 Link,สา-65105-4,,,,,,,,,
หลอดตะเกียบ PL-C 2P 18W/865*DL PHIL,หล-14018-865,,,,,,,,,
กุญแจแขวน MASTER 5ตัว/ชุดสั้น/455 PK,กจ-39510-,,,,,,,,,
กล่องTEL. 30P+KEY UL7601/Indoor Link,กล-00002-1,,,,,,,,,
ชุดไขควงเปลี่ยนหัว12ตัว/ชุด 17784 PK,ขค-17784-,,,,,,,,,
เครื่องวัดระดับเลเซอร์LSG5L/28259 PK,คว-28259-,,,,,,,,,
เครื่องวัดระดับเลเซอร์ 30W/LS5L3X PK,คว-28260-,,,,,,,,,
สว่านไฟฟ้า3หุน 300W J-D1033/50153 PK,สว-50153-,Pumpkin,,1513,,,,,,
สายRG-6/96% Link/W CB-0106A-1WH Link,สา-60106-W,Link,,3015,,,,,,
ปลั๊กกราวน์คู่ 3P+ม่าน Leaf Style PL,ปล-10000-3,,,,,,,,,
สายฟ้า LAN Cat.6+หัว/10M US-5110-4 ,สา-65110-4,,,,,,,,,
สายฟ้า LAN Cat.6+หัว/20M US-5120-4 ,สา-65120-4,,,,,,,,,
ท็อกซ์มีรูโอซาก้า 9ตัว/ชุด 28504 PU,หก-28504-,,,,,,,,,
กล่องTEL. 30P+BMF UL7703/Outdoor Link,กล-00002-2,,,,,,,,,
ขั้วห้อยไฟ กันน้ำอลูมิเนียมHE027 Sen,ขว-00005-27,,,,,,,,,
"คีมปากจิ้งจก*ด้ามหนา 6"" CP-150G TSU",คม-14103-,Tsunoda,,1511,,,,,,
"คีมปากจิ้งจก*ด้ามหนา 8"" CP-200G TSU",คม-14105-,,,,,,,,,
ปลั๊กกราวน์เดี่ยว3P+ม่าน WEG1181 Pana,ปล-11181-,,,,,,,,,
ปลั๊กราง3ที่+สวิตช์ 24332 3M/ฟ้า Pana,ปล-12433-2BL,Panasonic,,4010,,,,,,
ปลั๊กราง3ที่+สวิตช์ 24332 3M/ขาว Pana,ปล-12433-2WH,,,,,,,,,
ปลั๊กกราวน์คู่ 3P+ม่าน H40-E233 HaCO,ปล-40233-,Haco,,1410,,,,,,
ปลั๊กกราวน์เดี่ยว 3P AM5025T bticino,ปล-65025-T,Bticino,,1410,,,,,,
โฮลซอเจาะเหล็ก 16mm. M2H16 MATSUMOT,ฮซ-90016-,,,,,,,,,
โฮลซอเจาะเหล็ก 19mm. M2H19 MATSUMOT,ฮซ-90019-,,,,,,,,,
โฮลซอเจาะเหล็ก 21mm. M2H21 MATSUMOT,ฮซ-90021-,,,,,,,,,
โฮลซอเจาะเหล็ก 22mm. M2H22 MATSUMOT,ฮซ-90022-,,,,,,,,,
โฮลซอเจาะเหล็ก 25mm. M2H25 MATSUMOT,ฮซ-90025-,,,,,,,,,
โฮลซอเจาะเหล็ก 26mm. M2H26 MATSUMOT,ฮซ-90026-,,,,,,,,,
โฮลซอเจาะเหล็ก 28mm. M2H28 MATSUMOT,ฮซ-90028-,,,,,,,,,
โฮลซอเจาะเหล็ก 30mm. M2H30 MATSUMOT,ฮซ-90030-,,,,,,,,,
โฮลซอเจาะเหล็ก 32mm. M2H32 MATSUMOT,ฮซ-90032-,,,,,,,,,
โฮลซอเจาะเหล็ก 33mm. M2H33 MATSUMOT,ฮซ-90033-,,,,,,,,,
โฮลซอเจาะเหล็ก 35mm. M2H35 MATSUMOT,ฮซ-90035-,,,,,,,,,
โฮลซอเจาะเหล็ก 38mm. M2H38 MATSUMOT,ฮซ-90038-,,,,,,,,,
"กล่องเครื่องมือ สีส้ม-ดำ 16""/20506 ",กล-20506-,,,,,,,,,
"กล่องเครื่องมือ สีส้ม-ดำ 19""/20507 ",Pกล-20507-,,,,,,,,,
"กล่องเครื่องมือ สีส้ม-ดำ 22""/20508 ",Pกล-20508-,,,,,,,,,
เครื่องฉีดน้ำ 105บาร์ ND-105/42205 ,คร-42205-,,,,,,,,,
เครื่องวัดระยะเลเซอร์ 40เมตร 11119 ,คว-11119-,,,,,,,,,
เครื่องวัดระยะเลเซอร์ 70เมตร 11120 ,คว-11120-,,,,,,,,,
"ใบตัดเหล็กสแตนเลส 4"" PRO-4CS/23305 ",บม-23305-,Pumpkin,,1510,,,,,,
สว่านไฟฟ้ากระแทก16มม.J-D1630/50112 ,สว-50112-,Pumpkin,,1513,,,,,,
หกเหลี่ยมโอซาก้า 9ตัว/ชุด 28502 PUM,หก-28502-,,,,,,,,,
หลอดตะเกียบPL-S 2P 11W/827*ww PHILI,หล-14011-827,Philips,,1014,,,,,,
หลอดตะเกียบPL-S 2P 11W/840*cw PHILI,หล-14011-840,,,,,,,,,
หลอดตะเกียบPL-C 2P 13W/827*ww PHILI,หล-14013-827,,,,,,,,,
หลอดตะเกียบPL-C 2P 13W/840*cw PHILI,หล-14013-840,Philips,,1014,,,,,,
หลอดตะเกียบPL-C 2P 13W/865*DL PHILI,Pหล-14013-865,,,,,,,,,
หลอดตะเกียบPL-C 2P 18W/827*ww PHILI,Pหล-14018-827,,,,,,,,,
หลอดตะเกียบPL-C 2P 18W/840*cw PHILI,Pหล-14018-840,,,,,,,,,
หลอดตะเกียบPL-C 2P 26W/827*ww PHILI,Pหล-14026-827,,,,,,,,,
หลอดตะเกียบPL-C 2P 26W/840*cw PHILI,หล-14026-840,,,,,,,,,
หลอดตะเกียบPL-C 2P 26W/865*DL PHILI,หล-14026-865,Philips,,1014,,,,,,
"คีมตัดสายไฟ 30"" CC30/29550 PK./350s",คม-29550-,Pumpkin,,1511,,,,,,
"คีมตัดสายไฟ 38"" CC38/29551 PK./500s",qคม-29551-,,,,,,,,,
ปลั๊กยาง(ดำ-เหลือง)ผู้ 3P/PBP317 HA,Rปล-00317-,,,,,,,,,
หลอดแสงจันทร์ 80W E27 ฟิลิปส์ Mercu,หล-12700-80,,,,,,,,,
หกเหลี่ยม 9ตัว/ชุดบอลยาว HK9LB Texa,หก-00001-,,,,,,,,,
หลอดตะเกียบPL-S 2P 7W/840*cw PHILIP,หล-14007-840,Philips,,1014,,,,,,
หลอดตะเกียบPL-S 2P 7W/865*DL PHILIP,sหล-14007-865,,,,,,,,,
หลอดตะเกียบPL-S 2P 9W/827*ww PHILIP,หล-14009-827,Philips,,1014,,,,,,
หลอดตะเกียบPL-S 2P 9W/840*cw PHILIP,sหล-14009-840,,,,,,,,,
หลอดตะเกียบPL-S 2P 9W/865*DL PHILIP,sหล-14009-865,,,,,,,,,
"กล่องเครื่องมือเหล็กพร้อมถาดใน 17"" ",กล-20735-,,,,,,,,,
ปลั๊กราง 3ที่+2USB H563/น้ำเงิน Ani,tปล-70563-BL,,,,,,,,,
ปลั๊กพ่วง 4ช่อง2สวิทซ์ H604/เทา Ani,tปล-70604-GY,,,,,,,,,
ปลั๊กพ่วง 4ช่อง2สวิทซ์ H604/ขาว Ani,tปล-70604-WH,,,,,,,,,
ปลั๊กพ่วง 5ช่อง1สวิทซ์ H605/เทา Ani,tปล-70605-GY,,,,,,,,,
ปลั๊กพ่วง 5ช่อง1สวิทซ์ H605/ส้ม Ani,tปล-70605-OR,,,,,,,,,
หกเหลี่ยม 9ตัว/ชุดบอลยาวพิเศษ HK9L ,Tหก-00003-,,,,,,,,,
โคมSolarติดผนัง/หัวเสาDJ602-5W-WH i,Wคถ-00001-ew,,,,,,,,,
"หัวเสาบ้านเล็ก8""Solar+E27 8108A-S/2",หส-38108-  306,,,,,,,,,
"แผ่นปิดหัวท้าย รางไวร์เวย์ เหล็ก 2""",ผป-80203-,KJL,,1711,,,,,,
"แผ่นปิดหัวท้าย รางไวร์เวย์ เหล็ก 2""",xผป-80204-,,,,,,,,,
"แผ่นปิดหัวท้าย รางไวร์เวย์ เหล็ก 4""",ผป-80404-,KJL,,1711,,,,,,
ขั้วแป้นใหญ่( E27 )มอก.LH538 Santory,ขว-00027-538,Santory,,1019,,,,,,
กรรไกรจีน สีแดง 29601,กก-00000-,,,,,,,,,
กรรไกรสแตนเลส Fenix 8MPS/33545 PK.,กก-33545-,Pumpkin,,1510,,,,,,
กรรไกรตัดท่อ PTT-601/33605 PK.,กก-33605-,Pumpkin,,1510,,,,,,
กรรไกรตัดท่อ PVC-RPC42/33624 PK.,กก-33624-,,,,,,,,,
"กุญแจเลื่อน ชุบดำ 8""/35112 PK.",กจ-35112-,,,,,,,,,
"กุญแจเลื่อน ชุบดำ 10""/35113 PK.",กจ-35113-,,,,,,,,,
"กระดิ่ง 4"" MICA",กด-00004-,,,,,,,,,
"กระดิ่ง 6"" MICA",กด-00006-,,,,,,,,,
กระดิ่งดูโทน 74NT Bticino,กด-00074-,,,,,,,,,
กระดิ่งนิ้งหน่อง EBG888 Pana,กด-50888-,,,,,,,,,
กิ๊บรัดสาย ตราดาว NO.0,กบ-00000-000,ตราดาว,,3018,,,,,,
กิ๊บรัดสาย ตราดาว NO.3/4,กบ-00000-034,,,,,,,,,
กิ๊บรัดสาย ตราดาว NO.1,กบ-00000-100,,,,,,,,,
กิ๊บรัดสาย ตราดาว NO.1-1/2,กบ-00000-112,,,,,,,,,
กิ๊บรัดสาย ตราดาว NO.2,กบ-00000-200,,,,,,,,,
กิ๊บรัดสาย ตราดาว NO.2-1/2,กบ-00000-212,,,,,,,,,
กิ๊บรัดสาย ตราดาว NO.3,กบ-00000-300,,,,,,,,,
กิ๊บรัดสาย ตราดาว NO.3-1/2,กบ-00000-312,,,,,,,,,
กิ๊บรัดสาย ตราดาว NO.4,กบ-00000-400,,,,,,,,,
กิ๊บรัดสาย ตราดาว NO.4-1/2,กบ-00000-412,,,,,,,,,
กิ๊บรัดสาย ตราดาว NO.5,กบ-00000-500,,,,,,,,,
กิ๊บรัดสาย ตราดาว NO.5-1/2,กบ-00000-512,,,,,,,,,
กิ๊บรัดสาย ตราดาว NO.6,กบ-00000-600,,,,,,,,,
กิ๊บรัดสาย ตราดาว NO.7,กบ-00000-700,,,,,,,,,
กิ๊บตอกสาย VAF 2x1 ก.เขียว,กบ-00002-1,ตราดาว,,3018,,,,,,
กิ๊บตอกสาย VAF 2x1.5 ก.เหลือง,กบ-00002-2,,,,,,,,,
กิ๊บตอกสาย VAF 2x2.5 ก.ม่วง,กบ-00002-3,,,,,,,,,
กิ๊บตอกสาย VAF 2x4 ก.น้ำตาล,กบ-00002-4,,,,,,,,,
กิ๊บ TV.5c SKY (ก.ส้ม),กบ-00003-,ตราดาว,,3018,,,,,,
กิ๊บ โทรศัพท์ (ก.แดง),กบ-00004-,ตราดาว,,3018,,,,,,
กิ๊บจับท่อเหลือง 18มิล/4หุน ช้าง,กบ-50018-,SCG,,1611,,,,,,
กิ๊บจับท่อเหลือง 20มิล/6หุน ช้าง,กบ-50020-,,,,,,,,,
ก้ามปูเหลือง 15/3หุน ช้าง,กป-50015-,SCG,,1611,,,,,,
"ก้ามปูเหลือง 20(3/4"")ช้าง",กป-50020-,,,,,,,,,
"ก้ามปูเหลือง 25มิล(1"") ช้าง",กป-50025-,,,,,,,,,
"เกลียวปล่อยดำ F DW 6x1""(กล่อง)",กป-60001-,CEL,,5010,,,,,,
"เกลียวปล่อยP 6x1/2"" (1000ต./กล)",กป-60012-,CEL,,5010,,,,,,
"เกลียวปล่อย P 6x1/2""(ห่อ)",กป-60012-1,,,,,,,,,
"เกลียวปล่อยดำ F DW 6x3/4""(กล่อง)",กป-60034-,CEL,,5010,,,,,,
"เกลียวปล่อยดำ F DW 6x3/4""(ห่อ)",กป-60034-1,,,,,,,,,
"เกลียวปล่อยหัวF 7x1""*แบ่งบรรจุ",กป-70001-1F,CEL,,5010,,,,,,
"เกลียวปล่อยหัว P 7x3/4""(ห่อ)",กป-70003-1P,CEL,,5010,,,,,,
"เกลียวปล่อยหัว P 7x1/2""(ห่อเล็ก)",กป-70012-1,,,,,,,,,
"เกลียวปล่อย P 7x1-1/2""(ห่อ)",กป-70112-1,,,,,,,,,
"เกลียวปล่อย P 7x1-1/4""(ห่อ)",กป-70114-1,,,,,,,,,
"เกลียวปล่อย*กล่องP7x1-1/2""",กป-71112-,,,,,,,,,
"เกลียวปล่อย P 8x1""(ห่อ)",กป-80001-1,CEL,,5010,,,,,,
"เกลียวปล่อยหัวP 8x2""",กป-80002-1,CEL,,5010,,,,,,
"สกรูปลายสว่านรุ้ง F8x3/4""(กล่อง)",กป-80034-,CEL,,5010,,,,,,
"สกรูปลายสว่านรุ้ง 8x3/4""F(ห่อ)",กป-80034-1,,,,,,,,,
"สกรูปลายสว่านรุ้ง P8x3/4""",กป-80035-,,,,,,,,,
"สกรูปลายสว่านรุ้งP 8x3/4""*แบ่งบรรจุ",กป-80035-1,,,,,,,,,
กราวร็อดชุบ 30cm+สกรู,กร-00001-,,,,,,,,,
กราวร็อดชุบ 50cm+สกรู,กร-00002-,,,,,,,,,
กราวร็อดชุบ 100cm+สกรู,กร-00003-,,,,,,,,,
GR.ชุบ6ฟุต(1.80M.)+แคล้ม,กร-00006-,,,,,,,,,
"กราวร็อดชุบ เต็ม 10ฟุต(3M.)5/8""",กร-00010-1,,,,,,,,,
กล่องเบเกอร์ มน Sumo,กล-00000-,,,,,,,,,
กล่องเบเกอร์ [ ] Nano,กล-00000-1,Nano,,1115,,,,,,
กล่องเบเกอร์ PLUS-T,กล-00001-,,,,,,,,,
กล่อง 5 ช่อง BEC,กล-00005-,BEC,,1115,,,,,,
"เกลียวลด 3/4""ลง1/2"" S.city",กล-10000-1,,,,,,,,,
"เกลียวลด 1""ลง1/2"" S.city",กล-10000-2,,,,,,,,,
"เกลียวลด 1""ลง 3/4"" S.city",กล-10000-3,,,,,,,,,
"เกลียวลด 1-1/4""ลง 1"" S.city",กล-10000-4,,,,,,,,,
"เกลียวลด 1-1/2""ลง 1-1/4"" S.city",กล-10000-5,,,,,,,,,
กล่องพักสาย UB(4x4x2) สีขาว,กล-22000-44,,,,,,,,,
กล่องพักสาย (3x3x2) US035,กล-22035-,,,,,,,,,
กล่องพักสาย (4x4x2) US036,กล-22036-,,,,,,,,,
กล่องพักสาย (4x4x3) US037,กล-22037-,,,,,,,,,
กล่องพักสาย (6x6x2) US038,กล-22038-,,,,,,,,,
กล่องพักสาย (9x9x3) US040,กล-22040-,,,,,,,,,
กล่องลอย 1ทาง U240/20/1,กล-24020-1,,,,,,,,,
กล่องลอย 2ทาง U240/20/2,กล-24020-2,,,,,,,,,
กล่องลอย 3ทาง U240/20/3,กล-24020-3,,,,,,,,,
กล่องลอย 4ทาง U240/20/4,กล-24020-4,,,,,,,,,
กล่องลอย 1ทาง U240/25/1,กล-24025-1,,,,,,,,,
กล่องลอย 2ทาง U240/25/2,กล-24025-2,,,,,,,,,
กล่องเบเกอร์ NF-30CS/Mit,กล-30030-,Mitsubishi,,1115,,,,,,
กล่องเบเกอร์ M63-125CW,กล-30125-,Mitsubishi,,1115,,,,,,
"กล่องพักสาย เหลือง[4x4""]ช้าง",กล-50002-,SCG,,1611,,,,,,
กล่องกันน้ำลอย 1ช่อง 25501 bticino,กล-62550-1,Bticino,,1410,,,,,,
กล่องกันน้ำลอย 2ช่อง 25502 bticino,กล-62550-2,,,,,,,,,
กล่องกันน้ำลอย 3ช่อง 25503 bticino,กล-62550-3,,,,,,,,,
กล่องกระดิ่ง ลอย 99AC220 Schn.,กล-80220-,,,,,,,,,
กล่อง+ฝากันน้ำ/เทาA3223HSMR Schn.,กล-83223-GY,Bticino,,1410,,,,,,
กล่อง+ฝากันน้ำ/ขาวA3223HSMR Schn.,กล-83223-WH,,,,,,,,,
กาวร้อน 73118 PUMPKIN ไจแอนท์,กา-73118-,,,,,,,,,
เข้ากล่องเหลือง 15มม.(3หุน) ช้าง,ขก-50015-,SCG,,1611,,,,,,
"เข้ากล่องเหลืองSCG 20(3/4"")",ขก-50020-,,,,,,,,,
